Data set contains 2000 examples.
[forest size], [trialNum], [training error], [cross-set error]
31, 7, 1.885714, 25.600000
31, 8, 2.400000, 21.200000
31, 9, 2.228571, 25.600000
31, 10, 2.514286, 23.200000
31, 11, 2.114286, 25.200000
31, 12, 2.228571, 22.800000
31, 13, 2.228571, 18.800000
31, 14, 2.171429, 23.600000
31, 15, 2.285714, 22.000000
31, 16, 2.171429, 21.600000
31, 17, 2.228571, 17.600000
31, 18, 2.457143, 16.400000
31, 19, 2.514286, 16.400000
36, 0, 2.057143, 24.800000
36, 1, 2.342857, 24.000000
36, 2, 2.285714, 20.000000
36, 3, 2.285714, 21.600000
36, 4, 2.285714, 16.400000
36, 5, 1.885714, 21.200000
36, 6, 2.228571, 22.800000
36, 7, 2.171429, 20.000000
36, 8, 2.114286, 21.600000
36, 9, 2.628571, 22.400000
36, 10, 2.171429, 26.000000
36, 11, 2.057143, 19.600000
36, 12, 2.457143, 18.400000
36, 13, 2.000000, 18.000000
36, 14, 2.228571, 24.000000
36, 15, 2.285714, 19.200000
36, 16, 2.000000, 24.000000
36, 17, 2.514286, 23.600000
36, 18, 2.057143, 24.000000
36, 19, 2.171429, 18.400000
41, 0, 2.514286, 18.000000
41, 1, 2.342857, 24.400000
41, 2, 1.942857, 20.000000
41, 3, 2.171429, 18.400000
41, 4, 1.885714, 22.400000
41, 5, 2.057143, 22.800000
41, 6, 2.114286, 25.200000
41, 7, 2.000000, 19.600000
41, 8, 2.228571, 21.200000
41, 9, 2.457143, 24.800000
41, 10, 1.771429, 26.000000
41, 11, 2.114286, 20.000000
41, 12, 2.400000, 19.200000
41, 13, 2.000000, 26.000000
41, 14, 1.942857, 22.000000
41, 15, 2.228571, 21.200000
41, 16, 2.285714, 22.000000
41, 17, 2.228571, 22.000000
41, 18, 2.000000, 24.400000
41, 19, 2.342857, 18.800000
46, 0, 2.571429, 17.600000
46, 1, 2.285714, 20.000000
46, 2, 2.457143, 23.200000
46, 3, 1.771429, 22.400000
46, 4, 2.342857, 19.200000
46, 5, 2.114286, 22.000000
46, 6, 1.885714, 25.200000
46, 7, 2.228571, 22.800000
46, 8, 2.171429, 22.400000
46, 9, 2.228571, 22.000000
46, 10, 2.000000, 24.400000
46, 11, 2.057143, 24.000000
46, 12, 2.171429, 18.400000
46, 13, 2.514286, 22.000000
46, 14, 2.171429, 23.200000
46, 15, 2.342857, 24.400000
46, 16, 2.171429, 26.000000
46, 17, 2.228571, 24.400000
46, 18, 2.114286, 24.000000
46, 19, 2.228571, 25.200000
51, 0, 2.057143, 19.600000
51, 1, 2.285714, 20.400000
51, 2, 2.057143, 20.800000
51, 3, 1.771429, 21.200000
51, 4, 2.000000, 22.800000
51, 5, 2.000000, 24.800000
51, 6, 1.828571, 22.000000
51, 7, 2.057143, 25.200000
51, 8, 1.828571, 24.800000
51, 9, 2.342857, 22.400000
51, 10, 1.771429, 22.400000
51, 11, 2.057143, 21.200000
51, 12, 1.828571, 22.800000
51, 13, 2.228571, 24.800000
51, 14, 2.342857, 18.000000
51, 15, 1.942857, 21.600000
51, 16, 1.942857, 22.000000
51, 17, 1.885714, 24.000000
51, 18, 2.285714, 20.800000
51, 19, 2.457143, 18.800000
56, 0, 2.400000, 18.800000
56, 1, 2.000000, 22.400000
56, 2, 2.000000, 21.200000
56, 3, 1.885714, 20.000000
56, 4, 1.942857, 24.800000
56, 5, 2.228571, 21.600000
56, 6, 2.285714, 24.400000
56, 7, 2.228571, 17.600000
56, 8, 2.285714, 19.200000
56, 9, 1.942857, 20.800000
56, 10, 2.000000, 19.600000
56, 11, 1.714286, 21.600000
56, 12, 2.057143, 23.200000
56, 13, 1.942857, 21.600000
56, 14, 2.000000, 24.000000
56, 15, 2.285714, 18.400000
56, 16, 2.114286, 24.800000
56, 17, 2.114286, 17.200000
56, 18, 1.885714, 23.200000
56, 19, 2.057143, 28.800000
61, 0, 2.342857, 26.400000
61, 1, 2.228571, 15.600000
61, 2, 2.342857, 14.800000
61, 3, 2.114286, 18.400000
61, 4, 2.114286, 18.800000
61, 5, 2.228571, 22.000000
61, 6, 2.114286, 23.200000
61, 7, 2.114286, 22.400000
61, 8, 2.228571, 19.600000
61, 9, 2.228571, 25.600000
61, 10, 1.942857, 22.800000
61, 11, 2.514286, 20.000000
61, 12, 1.828571, 23.200000
61, 13, 2.342857, 17.200000
61, 14, 1.828571, 23.600000
61, 15, 2.171429, 22.800000
61, 16, 2.171429, 18.800000
61, 17, 2.285714, 22.000000
61, 18, 2.057143, 22.400000
61, 19, 2.171429, 19.600000
66, 0, 2.171429, 18.400000
66, 1, 1.828571, 22.800000
66, 2, 2.057143, 25.200000
66, 3, 2.057143, 20.000000
66, 4, 2.285714, 20.400000
66, 5, 2.000000, 20.400000
66, 6, 2.228571, 20.800000
66, 7, 2.114286, 26.000000
66, 8, 2.171429, 22.400000
66, 9, 2.171429, 17.600000
66, 10, 2.000000, 22.800000
66, 11, 2.228571, 25.600000
66, 12, 2.171429, 15.600000
66, 13, 2.057143, 18.400000
66, 14, 2.171429, 22.400000
66, 15, 2.114286, 21.200000
66, 16, 2.400000, 19.600000
66, 17, 1.942857, 22.400000
66, 18, 2.228571, 22.000000
66, 19, 2.171429, 21.600000
71, 0, 2.114286, 20.400000
71, 1, 2.228571, 20.000000
71, 2, 1.885714, 21.600000
71, 3, 2.057143, 20.000000
71, 4, 2.057143, 22.000000
71, 5, 1.942857, 21.200000
71, 6, 1.942857, 22.400000
71, 7, 2.171429, 18.800000
71, 8, 2.114286, 16.800000
71, 9, 2.057143, 19.200000
71, 10, 2.285714, 22.000000
71, 11, 1.942857, 22.000000
71, 12, 2.000000, 18.000000
71, 13, 2.000000, 20.000000
71, 14, 1.942857, 22.400000
71, 15, 1.828571, 18.400000
71, 16, 2.342857, 20.800000
71, 17, 2.057143, 21.600000
71, 18, 1.885714, 19.200000
71, 19, 2.057143, 22.800000
76, 0, 2.114286, 18.400000
76, 1, 1.828571, 20.800000
76, 2, 1.771429, 26.800000
76, 3, 1.885714, 22.400000
76, 4, 1.942857, 22.800000
76, 5, 2.000000, 23.600000
76, 6, 2.228571, 16.800000
76, 7, 2.114286, 23.200000
76, 8, 1.771429, 21.600000
76, 9, 1.828571, 24.000000
76, 10, 2.000000, 20.800000
76, 11, 2.114286, 21.200000
76, 12, 2.000000, 18.800000
76, 13, 2.342857, 22.800000
76, 14, 2.057143, 22.400000
76, 15, 2.057143, 20.800000
76, 16, 2.000000, 21.200000
76, 17, 2.400000, 17.200000
76, 18, 2.228571, 22.400000
76, 19, 2.171429, 18.800000
81, 0, 2.228571, 20.400000
81, 1, 2.228571, 20.000000
81, 2, 2.285714, 19.600000
81, 3, 2.114286, 21.600000
81, 4, 1.942857, 22.400000
81, 5, 2.114286, 19.200000
81, 6, 2.285714, 18.800000
81, 7, 2.114286, 18.400000
81, 8, 2.000000, 23.600000
81, 9, 2.342857, 17.200000
81, 10, 2.285714, 18.400000
81, 11, 2.057143, 20.000000
81, 12, 2.057143, 21.200000
81, 13, 1.828571, 20.800000
81, 14, 2.171429, 20.800000
81, 15, 2.114286, 20.400000
81, 16, 2.000000, 19.600000
81, 17, 2.000000, 27.200000
81, 18, 2.228571, 19.200000
81, 19, 2.171429, 21.600000
86, 0, 1.942857, 21.200000
86, 1, 2.285714, 16.000000
86, 2, 2.228571, 19.200000
86, 3, 2.057143, 19.600000
86, 4, 2.057143, 19.600000
86, 5, 2.228571, 18.000000
86, 6, 2.000000, 24.000000
86, 7, 2.114286, 22.000000
86, 8, 1.942857, 22.800000
86, 9, 2.114286, 22.400000
86, 10, 2.057143, 24.000000
86, 11, 2.057143, 15.600000
86, 12, 2.228571, 22.400000
86, 13, 1.885714, 26.800000
86, 14, 2.114286, 22.000000
86, 15, 1.771429, 23.200000
86, 16, 2.114286, 18.000000
86, 17, 1.942857, 18.800000
86, 18, 2.171429, 18.800000
86, 19, 2.228571, 20.000000
91, 0, 2.057143, 21.600000
91, 1, 2.057143, 21.200000
91, 2, 2.000000, 22.000000
91, 3, 1.942857, 24.800000
91, 4, 1.828571, 22.800000
91, 5, 2.171429, 17.600000
91, 6, 2.114286, 21.600000
91, 7, 2.457143, 22.400000
91, 8, 2.057143, 22.400000
91, 9, 2.400000, 23.200000
91, 10, 1.885714, 24.400000
91, 11, 2.171429, 19.600000
91, 12, 2.228571, 23.600000
91, 13, 2.228571, 20.400000
91, 14, 2.114286, 24.400000
91, 15, 2.285714, 18.000000
91, 16, 2.228571, 17.200000
91, 17, 2.285714, 17.600000
91, 18, 2.000000, 22.400000
91, 19, 2.057143, 24.000000
96, 0, 2.342857, 18.800000
96, 1, 1.885714, 20.400000
96, 2, 2.114286, 18.400000
96, 3, 2.171429, 22.800000
96, 4, 2.228571, 21.200000
96, 5, 2.171429, 21.200000
96, 6, 2.114286, 17.600000
96, 7, 2.000000, 22.800000
96, 8, 1.942857, 23.200000
96, 9, 2.114286, 17.200000
96, 10, 2.057143, 20.000000
96, 11, 1.828571, 22.400000
96, 12, 2.228571, 20.000000
96, 13, 2.000000, 25.200000
96, 14, 2.114286, 23.200000
96, 15, 2.285714, 25.200000
96, 16, 1.828571, 19.600000
96, 17, 2.342857, 19.200000
96, 18, 2.114286, 18.800000
96, 19, 2.342857, 16.800000
101, 0, 2.057143, 24.400000
101, 1, 2.285714, 19.200000
101, 2, 2.114286, 26.000000
101, 3, 2.000000, 24.400000
101, 4, 2.171429, 23.200000
101, 5, 2.114286, 20.800000
101, 6, 2.000000, 24.400000
101, 7, 2.057143, 18.800000
101, 8, 1.828571, 23.200000
101, 9, 2.000000, 24.000000
101, 10, 1.942857, 23.200000
101, 11, 1.942857, 21.600000
101, 12, 2.171429, 20.000000
101, 13, 2.285714, 20.400000
101, 14, 2.057143, 22.000000
101, 15, 2.342857, 17.600000
101, 16, 2.000000, 27.600000
101, 17, 1.828571, 20.800000
101, 18, 2.285714, 22.800000
101, 19, 2.114286, 20.800000
106, 0, 1.942857, 21.200000
106, 1, 2.000000, 20.000000
106, 2, 2.171429, 18.000000
106, 3, 2.171429, 19.200000
106, 4, 1.828571, 20.000000
106, 5, 2.285714, 20.800000
106, 6, 2.228571, 19.600000
106, 7, 2.114286, 23.200000
106, 8, 2.000000, 26.000000
106, 9, 2.285714, 18.800000
106, 10, 2.057143, 21.200000
106, 11, 2.228571, 19.200000
106, 12, 2.171429, 19.600000
106, 13, 2.171429, 24.400000
106, 14, 2.400000, 20.000000
106, 15, 2.114286, 21.600000
106, 16, 1.828571, 23.200000
106, 17, 2.000000, 20.000000
106, 18, 2.000000, 22.000000
106, 19, 2.057143, 17.600000
111, 0, 2.228571, 21.600000
111, 1, 2.057143, 21.200000
111, 2, 2.285714, 19.600000
111, 3, 2.285714, 20.400000
111, 4, 2.457143, 18.400000
111, 5, 1.942857, 26.000000
111, 6, 2.114286, 18.800000
111, 7, 2.057143, 21.200000
111, 8, 1.885714, 22.400000
111, 9, 2.228571, 22.400000
111, 10, 2.000000, 22.400000
111, 11, 2.228571, 22.800000
111, 12, 1.828571, 22.000000
111, 13, 2.285714, 22.400000
111, 14, 2.114286, 16.400000
111, 15, 2.228571, 21.600000
111, 16, 1.885714, 20.400000
111, 17, 2.000000, 24.400000
111, 18, 2.171429, 21.200000
111, 19, 2.285714, 21.600000
116, 0, 1.942857, 18.800000
116, 1, 2.285714, 21.200000
116, 2, 2.171429, 20.000000
116, 3, 2.114286, 20.800000
116, 4, 1.942857, 23.200000
116, 5, 2.057143, 18.000000
116, 6, 2.000000, 20.800000
116, 7, 2.057143, 26.000000
116, 8, 2.000000, 24.000000
116, 9, 2.342857, 20.400000
116, 10, 2.114286, 18.800000
116, 11, 2.228571, 19.200000
116, 12, 1.828571, 21.600000
116, 13, 2.114286, 22.000000
116, 14, 2.000000, 22.400000
116, 15, 2.228571, 20.000000
116, 16, 2.228571, 21.200000
116, 17, 2.228571, 17.600000
116, 18, 2.057143, 20.400000
116, 19, 2.228571, 22.800000
121, 0, 2.114286, 23.600000
121, 1, 2.228571, 23.600000
121, 2, 1.885714, 21.200000
121, 3, 2.228571, 16.800000
121, 4, 2.228571, 16.000000
121, 5, 2.457143, 18.400000
121, 6, 2.057143, 23.200000
121, 7, 2.228571, 23.600000
121, 8, 2.342857, 22.400000
121, 9, 2.228571, 20.800000
121, 10, 2.285714, 24.000000
121, 11, 2.171429, 22.000000
121, 12, 2.171429, 23.200000
121, 13, 2.000000, 26.800000
121, 14, 2.000000, 22.800000
121, 15, 2.171429, 17.600000
121, 16, 2.171429, 16.400000
121, 17, 2.342857, 20.400000
121, 18, 2.057143, 22.000000
121, 19, 2.114286, 23.600000
126, 0, 2.057143, 19.200000
126, 1, 2.057143, 25.200000
126, 2, 2.171429, 20.000000
126, 3, 1.942857, 21.200000
126, 4, 1.885714, 23.200000
126, 5, 1.885714, 23.600000
126, 6, 1.942857, 18.800000
126, 7, 2.400000, 20.800000
126, 8, 2.114286, 24.000000
126, 9, 2.057143, 20.800000
126, 10, 2.057143, 22.400000
126, 11, 2.114286, 17.600000
126, 12, 1.942857, 19.600000
126, 13, 2.057143, 18.800000
126, 14, 2.228571, 24.000000
126, 15, 2.057143, 25.200000
126, 16, 1.942857, 25.600000
126, 17, 2.342857, 17.200000
126, 18, 2.057143, 18.400000
126, 19, 1.885714, 22.000000
131, 0, 2.057143, 21.200000
131, 1, 2.057143, 25.600000
131, 2, 2.114286, 20.400000
131, 3, 2.171429, 21.600000
131, 4, 2.285714, 19.600000
131, 5, 2.057143, 20.000000
131, 6, 1.828571, 20.400000
131, 7, 1.828571, 22.000000
131, 8, 2.171429, 22.400000
131, 9, 1.942857, 17.600000
131, 10, 2.114286, 20.800000
131, 11, 1.885714, 24.800000
131, 12, 2.228571, 22.000000
131, 13, 2.114286, 18.800000
131, 14, 2.000000, 22.000000
131, 15, 2.342857, 21.200000
131, 16, 2.285714, 22.800000
131, 17, 2.114286, 21.200000
131, 18, 1.885714, 18.800000
131, 19, 2.228571, 21.200000
136, 0, 2.000000, 20.400000
136, 1, 1.828571, 19.600000
136, 2, 2.171429, 21.200000
136, 3, 2.228571, 24.400000
136, 4, 2.000000, 19.600000
136, 5, 2.342857, 17.200000
136, 6, 2.000000, 24.400000
136, 7, 1.885714, 20.800000
136, 8, 2.057143, 22.000000
136, 9, 2.057143, 19.600000
136, 10, 2.171429, 19.200000
136, 11, 2.114286, 23.200000
136, 12, 2.114286, 21.600000
136, 13, 2.114286, 18.800000
136, 14, 1.828571, 19.200000
136, 15, 2.228571, 22.400000
136, 16, 1.828571, 22.800000
136, 17, 1.885714, 24.400000
136, 18, 2.171429, 19.200000
136, 19, 2.057143, 16.400000
141, 0, 2.057143, 18.000000
141, 1, 1.885714, 22.400000
141, 2, 1.828571, 21.600000
141, 3, 2.000000, 24.000000
141, 4, 2.171429, 23.200000
141, 5, 1.942857, 21.200000
141, 6, 2.342857, 22.000000
141, 7, 2.171429, 24.400000
141, 8, 2.057143, 21.600000
141, 9, 2.285714, 24.400000
141, 10, 2.285714, 22.400000
141, 11, 2.000000, 21.200000
141, 12, 2.057143, 18.800000
141, 13, 2.057143, 21.200000
141, 14, 1.828571, 24.000000
141, 15, 1.942857, 19.200000
141, 16, 2.114286, 17.600000
141, 17, 2.114286, 21.200000
141, 18, 2.285714, 21.600000
141, 19, 1.942857, 20.800000
146, 0, 1.885714, 23.200000
146, 1, 2.057143, 19.600000
146, 2, 1.942857, 20.800000
146, 3, 2.114286, 18.400000
146, 4, 2.228571, 19.200000
146, 5, 1.885714, 26.800000
146, 6, 2.114286, 22.000000
146, 7, 2.171429, 20.000000
146, 8, 2.000000, 23.600000
146, 9, 2.057143, 22.800000
146, 10, 1.942857, 22.800000
146, 11, 1.885714, 21.200000
146, 12, 2.000000, 21.600000
146, 13, 2.057143, 21.200000
146, 14, 2.057143, 22.800000
146, 15, 2.000000, 21.600000
146, 16, 1.942857, 19.600000
146, 17, 2.057143, 18.800000
146, 18, 2.057143, 19.200000
146, 19, 1.942857, 20.800000
151, 0, 2.057143, 22.400000
151, 1, 2.171429, 23.200000
151, 2, 2.114286, 21.200000
151, 3, 2.000000, 20.000000
151, 4, 2.342857, 20.000000
151, 5, 1.885714, 21.600000
151, 6, 2.114286, 20.000000
151, 7, 2.000000, 21.200000
151, 8, 1.771429, 19.600000
151, 9, 2.057143, 22.800000
151, 10, 1.942857, 20.400000
151, 11, 2.057143, 17.200000
151, 12, 2.228571, 16.000000
151, 13, 2.171429, 18.800000
151, 14, 2.171429, 19.600000
151, 15, 1.942857, 22.000000
151, 16, 1.885714, 23.600000
151, 17, 2.171429, 18.400000
151, 18, 2.000000, 23.200000
151, 19, 2.000000, 23.600000
156, 0, 1.942857, 21.200000
156, 1, 2.057143, 22.800000
156, 2, 2.057143, 21.200000
156, 3, 2.114286, 22.800000
156, 4, 2.057143, 21.200000
156, 5, 2.057143, 21.200000
156, 6, 1.885714, 21.200000
156, 7, 2.228571, 21.600000
156, 8, 2.114286, 23.600000
156, 9, 2.057143, 20.800000
156, 10, 2.000000, 20.800000
156, 11, 2.114286, 20.000000
156, 12, 2.171429, 22.400000
156, 13, 1.942857, 22.000000
156, 14, 2.057143, 20.800000
156, 15, 2.000000, 25.600000
156, 16, 2.171429, 21.600000
156, 17, 2.171429, 20.000000
156, 18, 1.942857, 25.600000
156, 19, 2.114286, 20.800000
161, 0, 2.057143, 19.200000
161, 1, 2.228571, 18.800000
161, 2, 2.057143, 21.600000
161, 3, 1.942857, 18.800000
161, 4, 2.171429, 20.000000
161, 5, 2.400000, 20.000000
161, 6, 2.000000, 20.000000
161, 7, 2.000000, 20.800000
161, 8, 1.771429, 23.600000
161, 9, 2.000000, 25.200000
161, 10, 2.114286, 21.200000
161, 11, 1.828571, 22.800000
161, 12, 2.171429, 19.200000
161, 13, 2.000000, 21.600000
161, 14, 2.057143, 21.200000
161, 15, 1.828571, 25.200000
161, 16, 2.342857, 18.000000
161, 17, 1.885714, 20.800000
161, 18, 2.342857, 18.800000
161, 19, 2.114286, 22.400000
166, 0, 2.114286, 22.000000
166, 1, 2.057143, 19.600000
166, 2, 2.000000, 23.200000
166, 3, 1.771429, 21.600000
166, 4, 2.114286, 21.600000
166, 5, 2.228571, 19.600000
166, 6, 2.000000, 20.800000
166, 7, 1.771429, 22.800000
166, 8, 1.885714, 22.000000
166, 9, 1.885714, 17.200000
166, 10, 1.885714, 22.800000
166, 11, 2.171429, 18.000000
166, 12, 1.942857, 24.800000
166, 13, 1.942857, 21.200000
166, 14, 2.171429, 21.200000
166, 15, 2.171429, 20.000000
166, 16, 2.400000, 17.200000
166, 17, 2.171429, 23.600000
166, 18, 2.114286, 22.400000
166, 19, 2.342857, 17.600000
171, 0, 1.942857, 20.800000
171, 1, 2.000000, 20.800000
171, 2, 2.114286, 20.400000
171, 3, 2.171429, 26.000000
171, 4, 2.057143, 18.800000
171, 5, 1.828571, 24.400000
171, 6, 2.057143, 20.000000
171, 7, 1.885714, 26.000000
171, 8, 1.885714, 22.800000
171, 9, 2.114286, 22.000000
171, 10, 2.114286, 19.200000
171, 11, 2.171429, 22.800000
171, 12, 1.885714, 24.000000
171, 13, 2.000000, 20.800000
171, 14, 2.057143, 20.000000
171, 15, 2.114286, 23.600000
171, 16, 2.000000, 21.200000
171, 17, 2.228571, 22.800000
171, 18, 2.057143, 23.600000
171, 19, 1.828571, 20.800000
176, 0, 1.828571, 21.600000
176, 1, 2.057143, 23.600000
176, 2, 2.228571, 19.600000
176, 3, 2.057143, 22.400000
176, 4, 1.942857, 22.800000
176, 5, 1.942857, 20.000000
176, 6, 2.114286, 23.200000
176, 7, 2.000000, 19.600000
176, 8, 2.457143, 19.600000
176, 9, 2.114286, 24.000000
176, 10, 1.828571, 20.800000
176, 11, 2.057143, 21.600000
176, 12, 2.171429, 23.600000
176, 13, 2.000000, 18.800000
176, 14, 1.885714, 19.200000
176, 15, 2.171429, 23.600000
176, 16, 1.885714, 23.200000
176, 17, 2.000000, 21.200000
176, 18, 2.057143, 20.000000
176, 19, 1.885714, 26.000000
181, 0, 1.828571, 22.800000
181, 1, 2.171429, 17.200000
181, 2, 1.714286, 22.400000
181, 3, 1.942857, 23.200000
181, 4, 1.828571, 21.600000
181, 5, 1.885714, 23.600000
181, 6, 2.171429, 22.400000
181, 7, 1.942857, 23.200000
181, 8, 1.828571, 24.000000
181, 9, 2.000000, 24.400000
181, 10, 2.057143, 19.600000
181, 11, 1.771429, 24.000000
181, 12, 1.885714, 20.400000
181, 13, 2.057143, 24.400000
181, 14, 2.342857, 18.000000
181, 15, 2.228571, 19.600000
181, 16, 2.000000, 21.200000
181, 17, 2.228571, 21.600000
181, 18, 2.000000, 27.200000
181, 19, 2.114286, 18.000000
186, 0, 1.942857, 22.400000
186, 1, 2.400000, 20.400000
186, 2, 2.228571, 16.000000
186, 3, 2.171429, 22.400000
186, 4, 2.171429, 24.400000
186, 5, 1.657143, 22.400000
186, 6, 2.000000, 21.200000
186, 7, 1.771429, 22.800000
186, 8, 2.171429, 23.200000
186, 9, 1.885714, 20.000000
186, 10, 2.171429, 18.400000
186, 11, 2.171429, 17.600000
186, 12, 2.000000, 21.200000
186, 13, 2.171429, 20.800000
186, 14, 2.000000, 18.800000
186, 15, 1.885714, 26.800000
186, 16, 1.885714, 21.200000
186, 17, 2.400000, 18.400000
186, 18, 2.171429, 23.200000
186, 19, 2.400000, 20.000000
191, 0, 1.828571, 26.000000
191, 1, 1.942857, 22.000000
191, 2, 2.057143, 18.800000
191, 3, 2.114286, 20.400000
191, 4, 2.171429, 21.600000
191, 5, 2.285714, 19.600000
191, 6, 2.000000, 20.400000
191, 7, 1.942857, 23.600000
191, 8, 2.400000, 20.400000
191, 9, 2.228571, 24.000000
191, 10, 2.171429, 21.200000
191, 11, 2.057143, 22.400000
191, 12, 1.885714, 22.800000
191, 13, 2.000000, 18.800000
191, 14, 2.000000, 26.000000
191, 15, 2.114286, 21.200000
191, 16, 1.942857, 21.200000
191, 17, 2.057143, 25.200000
191, 18, 1.942857, 23.200000
191, 19, 2.171429, 15.600000
196, 0, 2.057143, 21.200000
196, 1, 2.228571, 26.000000
196, 2, 2.171429, 22.400000
196, 3, 1.942857, 23.200000
196, 4, 2.171429, 19.600000
196, 5, 2.171429, 18.400000
196, 6, 2.228571, 23.200000
196, 7, 2.000000, 24.000000
196, 8, 2.171429, 22.400000
196, 9, 2.228571, 20.800000
196, 10, 1.942857, 19.200000
196, 11, 2.114286, 22.000000
196, 12, 2.057143, 19.600000
196, 13, 1.771429, 24.000000
196, 14, 1.942857, 22.800000
196, 15, 2.114286, 20.000000
196, 16, 2.000000, 20.800000
196, 17, 1.771429, 20.400000
196, 18, 2.342857, 17.600000
196, 19, 1.885714, 21.600000
201, 0, 1.714286, 24.400000
201, 1, 2.057143, 21.200000
201, 2, 2.171429, 22.800000
201, 3, 2.171429, 19.600000
201, 4, 1.942857, 22.000000
201, 5, 2.057143, 21.200000
201, 6, 1.885714, 22.000000
201, 7, 2.057143, 18.800000
201, 8, 2.057143, 22.000000
201, 9, 2.114286, 20.400000
201, 10, 2.228571, 18.000000
201, 11, 2.171429, 17.600000
201, 12, 2.114286, 21.600000
201, 13, 2.228571, 19.200000
201, 14, 1.942857, 24.400000
201, 15, 2.342857, 20.400000
201, 16, 2.057143, 18.800000
201, 17, 2.000000, 17.600000
201, 18, 1.885714, 23.600000
